3.790605,2.744310,3.799951,inf,3.373206,inf,3.277678,3.404796,3.637240,3.561232,1.589392,3.771372,3.990183,3.583133,4.044127,inf,inf,inf,inf,3.799951,3.826985,2.661948,3.597218,inf,3.414897,3.674294,3.643609,3.527800,3.708790,inf,4.055364,3.530453,inf,3.761470,3.087934,3.649899,inf,3.453377,3.632948,3.303325,4.108044,3.022266,3.394486,inf,inf,3.250645,2.806199,3.583133,inf,inf,3.852631,3.915213,3.268829,3.568639,inf,3.697554,3.936799,3.343346,3.900286,inf,3.568639,3.637240,3.414897,3.568639,inf,3.339485,inf,3.751369,inf,3.597218,3.373206,2.944093,3.892653,3.362217,inf,3.708790,3.799951,3.106804,3.327720,3.023517,inf
inf,3.637932,3.411099,inf,inf,inf,3.091559,3.362517,3.104546,inf,3.771372,1.829479,4.150637,inf,3.164860,3.863657,inf,inf,inf,3.334023,3.438132,3.048395,3.411099,3.771372,3.319938,3.834748,3.601331,3.038613,3.319938,3.721686,3.319938,3.690907,3.594961,3.921924,2.992975,3.261046,3.729093,3.411099,4.342708,2.770632,3.575351,3.294291,inf,inf,3.330927,3.064525,3.771372,3.194281,2.686094,4.075667,4.013085,2.924374,3.978589,2.977054,3.376602,3.858008,3.292534,3.503800,3.511434,3.235400,4.075667,3.451120,3.228777,3.127107,3.594961,3.041794,4.097253,2.669370,inf,3.411099,3.187086,2.992975,3.157227,inf,3.476125,3.869244,3.411099,2.761457,3.285441,3.117205,3.352207
3.365151,4.059476,4.179216,3.185464,3.752471,3.813772,2.804569,3.581328,4.016505,inf,3.990183,4.150637,1.748574,inf,3.730245,3.624323,3.467199,2.893257,2.697650,3.171764,4.206250,3.141549,4.323057,3.297036,2.565794,3.360412,3.820142,3.357759,2.936763,3.088123,3.336016,2.973817,3.813772,2.668516,3.323358,inf,2.849292,3.326842,2.932471,inf,3.015090,3.859676,inf,2.845602,3.000432,2.825191,3.990183,3.962398,3.454211,3.947904,3.336016,3.947904,2.811105,3.489759,3.595413,inf,3.217452,3.925344,3.474832,3.030562,2.577484,3.264466,2.797947,3.457490,3.264466,3.372177,3.033589,3.325915,3.061733,3.976483,2.947752,2.865212,3.925344,2.590189,3.348363,3.741482,3.374497,3.374497,2.902266,2.959131,inf
2.541646,2.991548,4.118740,2.956752,3.233849,2.857416,3.249894,3.174278,3.262881,2.809987,3.583133,inf,inf,1.936009,3.389961,2.923380,3.406722,3.525928,3.762820,3.314021,2.673554,3.139964,2.908556,3.124988,2.785126,3.646509,3.066518,3.500015,2.828631,3.186873,3.824846,2.697949,3.753296,2.693965,3.151309,3.163968,2.736135,3.222860,3.147018,2.649159,2.881311,2.994481,3.366701,3.131699,4.038568,3.020127,3.033827,2.803309,3.596467,3.684695,2.851891,3.338122,3.038311,3.194281,2.953362,2.817395,3.562440,3.662135,3.414356,3.249894,3.684695,3.151309,3.131699,3.050440,3.295151,3.455542,3.282632,3.097203,3.406722,2.817395,2.796115,3.956028,3.315562,3.681005,3.981034,3.681005,3.222860,2.919792,3.443776,3.765955,2.961236
3.327935,3.655275,3.428441,2.724599,3.806416,3.521143,4.057461,2.830553,3.377302,3.189722,4.044127,3.164860,3.730245,3.389961,1.965397,3.510032,3.265730,3.182203,4.223814,2.760941,3.220473,3.254385,3.225709,2.845180,3.114938,3.558197,3.180939,3.614436,3.592694,3.142067,3.246120,2.893629,3.867717,3.848106,2.871502,3.533802,3.105969,3.163127,3.332989,2.840655,2.995732,3.161582,inf,4.142000,3.348270,3.134548,3.350980,3.323195,3.364314,3.655275,3.003366,3.149475,3.211623,3.028894,2.931816,3.581457,3.565289,2.909255,2.861276,2.703436,3.149475,3.318411,3.704265,3.655275,3.174569,3.426121,3.087534,2.712359,3.664984,3.683854,inf,2.919157,3.632715,3.795426,3.546148,4.142000,3.134548,3.337281,3.760930,3.278389,3.278389
2.812857,3.223190,3.892237,2.807324,3.060027,3.068647,3.369964,3.150508,3.180219,2.901479,inf,3.863657,3.624323,2.923380,3.510032,2.021399,3.382952,3.645998,inf,3.434091,2.698097,3.750449,3.028626,3.356630,2.905196,3.014541,3.389321,3.233491,3.342930,3.064190,3.689504,2.961860,3.324060,2.571281,3.036378,3.395611,2.856206,3.140198,3.204507,2.702464,3.264429,2.983369,3.140198,2.793624,3.262759,2.937465,3.010056,2.923380,3.369964,3.660925,2.745969,3.071597,3.217273,3.071597,2.987507,3.037801,3.224366,3.638365,2.691227,3.090156,2.706154,3.180219,2.774014,3.517084,2.774754,4.124918,3.224366,3.640922,4.219940,2.716549,2.772345,3.180219,3.638365,4.147649,inf,3.342930,3.087518,3.199089,3.420006,3.395611,2.878574
3.470353,3.157227,3.276967,2.944093,3.196795,3.460829,3.650574,3.228385,3.316988,3.038247,inf,inf,3.467199,3.406722,3.265730,3.382952,1.624793,3.233461,2.843972,3.623540,3.048588,3.887218,2.930393,3.290666,3.185806,inf,inf,4.103428,inf,3.384821,3.735112,3.210201,inf,3.094645,3.316988,3.126914,3.594961,2.890372,3.403857,2.983073,2.983073,3.506733,3.074234,3.735112,inf,3.276967,3.637240,3.609455,2.610853,inf,3.074234,3.594961,2.948577,3.248387,3.074234,3.377302,2.440860,2.946019,3.580035,3.304000,3.941535,3.316988,3.441219,3.451120,2.708790,3.365807,3.616547,3.084544,3.460829,2.583820,2.594809,2.767682,inf,2.839232,2.489619,3.735112,3.479699,3.479699,3.700616,2.871502,2.668769
3.184094,inf,3.049599,3.207139,inf,inf,3.567047,3.347590,3.580035,3.504027,inf,inf,2.893257,3.525928,3.182203,3.645998,3.233461,1.691049,3.040253,4.089319,3.220473,inf,3.081868,3.207139,2.434778,inf,3.586404,inf,inf,3.045881,3.998159,3.126674,inf,2.605653,2.886887,inf,3.511434,2.591453,3.575743,2.899546,2.899546,3.769779,inf,3.305011,3.316001,3.193440,3.553713,3.525928,inf,3.511434,3.102279,3.511434,2.721209,2.885053,2.990707,3.640349,3.879594,3.488874,3.496508,2.873900,2.575533,3.233461,2.755705,3.714167,3.030728,3.628854,3.330288,3.694164,inf,inf,inf,3.233461,3.835447,2.958438,inf,inf,2.846866,inf,2.923941,3.939267,2.787975
3.165573,3.657165,3.286491,3.097458,3.552893,inf,3.457365,3.931056,3.816927,3.394345,inf,inf,2.697650,3.762820,4.223814,inf,2.843972,3.040253,1.748966,3.776905,inf,4.040583,3.776905,3.790605,4.143890,inf,inf,3.452074,2.848756,3.282773,3.541904,3.083758,3.614194,inf,3.816927,3.280280,2.708605,3.430332,2.816420,inf,3.483012,3.660098,inf,3.195330,inf,inf,3.444031,inf,3.110792,3.545594,inf,inf,2.899210,4.094900,3.507407,inf,2.671300,3.099385,inf,3.254633,inf,2.964553,3.248010,3.324677,3.064888,inf,3.220606,3.931056,inf,inf,2.748174,3.470353,inf,2.534452,2.868977,inf,inf,3.979638,inf,2.566721,inf
3.521493,3.869244,3.093104,3.341806,3.706080,3.623540,3.355140,3.044522,3.623540,3.200959,3.799951,3.334023,3.171764,3.314021,2.760941,3.434091,3.623540,4.089319,3.776905,2.008577,3.669444,3.500623,3.786251,3.453377,3.257356,3.314021,3.427177,3.114847,inf,3.292119,3.023223,2.890372,2.818821,4.297077,3.074234,4.185505,3.299527,3.236945,3.195599,3.492358,3.257356,2.917405,3.930093,3.551250,3.012933,3.786251,3.250645,3.425592,2.917405,3.411099,3.348517,3.299527,3.380786,3.131291,3.170180,3.683854,3.273458,3.145785,3.193440,2.687639,2.952953,2.890372,3.460089,2.952953,3.767381,2.939191,3.273458,2.677538,4.316687,3.159870,3.215666,3.368127,3.041965,4.244397,3.504704,3.695091,3.362603,3.016029,3.516753,3.289626,3.727360
2.652646,3.091559,inf,2.440690,3.039967,2.957427,3.493745,2.994481,3.853306,2.924924,3.826985,3.438132,4.206250,2.673554,3.220473,2.698097,3.048588,3.220473,inf,3.669444,1.706637,inf,2.687639,2.931105,2.658008,3.890360,3.310370,3.600026,2.885136,2.881419,3.231710,2.810618,inf,2.329619,2.957427,inf,2.502231,3.163644,3.078792,2.320444,2.756364,2.656757,3.263979,3.120138,3.386540,2.917405,2.787264,3.249894,inf,4.131279,2.402596,2.979987,2.751727,2.811751,2.820327,2.815008,3.806292,3.415572,3.017741,2.944439,inf,2.917405,2.496622,3.294291,2.898535,inf,3.179910,3.274289,inf,2.493756,2.549552,2.957427,3.762146,inf,inf,3.231710,3.043063,3.211299,3.341054,3.407820,2.603101
inf,2.667325,2.951317,3.514322,3.623184,3.684485,2.487936,3.196628,3.194071,3.261904,2.661948,3.048395,3.141549,3.139964,3.254385,3.750449,3.887218,inf,4.040583,3.500623,inf,1.774459,3.154049,3.056177,2.894652,3.028392,3.088868,3.128137,3.265621,3.811210,3.409462,3.087284,3.684485,3.318301,3.337912,3.553303,3.269311,2.979896,3.392511,inf,3.075547,3.181083,2.839745,3.409462,3.623184,2.604743,2.578421,3.283805,2.978350,3.472044,3.062888,3.472044,3.721539,3.472044,inf,3.398226,3.147056,2.943683,3.803691,3.874230,3.125470,3.082499,2.716315,2.738875,4.031059,2.582012,3.840203,3.105467,4.031059,2.807476,2.650229,2.847497,3.102910,3.612195,3.912223,2.985813,2.898636,2.504408,2.825659,4.246450,3.238999
2.841004,3.077184,4.132825,2.744844,2.810200,2.962662,2.603101,3.044522,3.276967,2.998226,3.597218,3.411099,4.323057,2.908556,3.225709,3.028626,2.930393,3.081868,3.776905,3.786251,2.687639,3.154049,1.858525,2.904071,2.478284,3.314021,3.427177,3.716833,3.145785,3.142067,3.492358,2.890372,3.218075,2.677738,2.871502,3.636199,2.802901,3.062792,3.017262,2.393746,2.918657,2.714673,inf,3.492358,3.503348,2.890372,2.701339,2.673554,3.263979,3.901513,2.687639,3.554940,3.052397,3.208366,2.967447,2.879135,4.269673,3.074234,3.260205,2.984171,3.698781,2.818821,2.774816,3.352207,2.915007,3.672360,3.070725,3.279524,inf,3.380786,3.706080,3.420808,3.126914,4.041664,3.995119,3.236945,2.687639,3.236945,2.908556,3.636199,2.719908
3.097458,inf,inf,2.806199,inf,inf,inf,2.946650,3.637240,3.214658,inf,3.771372,3.297036,3.124988,2.845180,3.356630,3.290666,3.207139,3.790605,3.453377,2.931105,3.056177,2.904071,1.779137,2.865591,inf,inf,inf,3.159484,3.103086,3.506058,3.072307,3.434507,3.212164,2.832521,inf,3.019333,3.250645,3.209299,2.498606,2.909096,3.277678,inf,inf,3.719780,2.904071,3.264344,3.236559,inf,inf,2.812910,3.365907,2.922255,3.110494,2.869575,3.350980,inf,3.546079,3.095567,2.819533,3.915213,3.087934,3.414897,3.568639,3.434507,inf,3.387493,3.202063,inf,inf,inf,inf,inf,inf,inf,3.159484,2.904071,3.799951,2.981147,3.996472,2.845180
2.443291,2.882204,3.257356,2.721750,2.627879,2.636500,2.479671,3.064933,2.950804,2.844484,3.414897,3.319938,2.565794,2.785126,3.114938,2.905196,3.185806,2.434778,4.143890,3.257356,2.658008,2.894652,2.478284,2.865591,1.718240,3.681005,3.303747,3.331779,3.166196,2.763224,3.368928,2.438552,inf,2.257970,2.604231,4.003184,2.770632,2.910783,2.834940,2.302585,2.592494,3.028977,3.401197,2.910783,2.550804,2.799211,2.577909,2.653943,3.081657,4.268498,2.708050,3.117205,2.487772,3.069550,2.851891,2.808386,3.191472,3.272983,3.011118,2.560930,2.399663,2.727661,2.392414,3.054624,2.780341,3.234625,2.817865,2.905707,inf,2.668029,2.753536,2.791577,2.800752,2.675781,inf,3.512769,2.375562,2.954288,2.505318,4.349757,2.393746
3.853981,3.743587,3.516753,inf,3.233849,3.151309,3.138322,3.010026,3.700616,3.971181,3.674294,3.834748,3.360412,3.646509,3.558197,3.014541,inf,inf,inf,3.314021,3.890360,3.028392,3.314021,inf,3.681005,1.781658,4.053559,inf,3.222860,3.278034,3.145785,3.391096,inf,2.928967,3.700616,inf,3.632015,3.111288,3.899056,3.020127,3.622114,3.890360,inf,3.222860,3.783156,3.660594,3.327720,2.953362,inf,3.173870,3.916007,inf,3.534937,3.632015,3.391096,inf,3.195456,3.956028,3.270515,3.687628,3.429283,3.354042,3.222860,3.285441,inf,3.056288,4.000175,inf,3.295151,inf,3.436582,3.354042,3.956028,3.772166,inf,3.425592,3.516753,3.170180,3.737670,inf,inf
3.071258,2.758131,3.283336,3.440877,4.099045,3.264466,3.310370,3.234754,3.669931,3.088123,3.643609,3.601331,3.820142,3.066518,3.180939,3.389321,inf,3.586404,inf,3.427177,3.310370,3.088868,3.427177,inf,3.303747,4.053559,1.854229,3.357759,3.283336,3.188458,3.283336,3.563144,3.467199,3.042123,3.323358,3.133284,3.254757,2.980268,3.665639,3.682590,3.204834,3.233294,3.773751,3.741482,inf,3.427177,3.185464,3.413092,3.656943,3.254757,3.133284,3.254757,3.648094,2.849292,4.400132,3.037098,3.622917,3.467199,3.474832,3.454211,3.601331,3.264466,3.023939,3.298263,3.355627,2.822871,3.766758,3.090913,3.467199,3.283336,3.405897,3.211786,2.749656,3.115100,3.694936,3.394908,3.080604,3.027923,3.013838,3.571018,3.224445
3.283838,3.341680,3.716833,4.077106,3.492821,3.351390,3.050720,2.831263,3.410281,3.222701,3.527800,3.038613,3.357759,3.500015,3.614436,3.233491,4.103428,inf,3.452074,3.114847,3.600026,3.128137,3.716833,inf,3.331779,inf,3.357759,2.072474,3.625672,4.027420,3.548597,3.447335,2.749403,3.534512,4.103428,3.220207,3.688254,3.413765,3.549830,3.220207,3.475620,3.094225,inf,3.202024,3.087356,3.167527,2.978494,4.049321,3.194561,3.832095,3.514101,2.909182,4.284323,3.027376,2.964795,3.065130,3.430032,3.116388,3.012450,3.285722,3.138948,3.756855,3.534512,3.485522,3.004816,3.347528,3.709840,2.649810,4.247269,3.370260,2.688102,3.063707,2.813320,3.481831,3.781860,3.370260,3.716833,2.849533,3.244602,3.311368,3.657942
3.195330,2.882204,3.897823,3.015643,3.012933,inf,3.375551,3.156094,3.735112,3.312530,3.708790,3.319938,2.936763,2.828631,3.592694,3.342930,inf,inf,2.848756,inf,2.885136,3.265621,3.145785,3.159484,3.166196,3.222860,3.283336,3.625672,1.860752,3.032722,3.348517,3.281751,inf,2.819622,3.735112,3.747771,2.693556,3.695091,2.807907,2.851891,3.656610,3.028977,3.492358,3.001944,3.817652,3.348517,2.904071,3.681005,3.028977,4.013085,3.257356,3.666512,3.366701,2.973364,3.569433,3.448852,3.229952,3.297378,3.998159,3.172818,3.666512,3.185806,2.675781,2.829523,3.878953,3.090784,3.341524,3.849241,3.878953,2.890372,2.921772,2.930393,3.643951,3.001944,3.760117,3.001944,3.348517,3.204676,3.425592,2.995732,3.289626
3.191613,3.630525,4.096838,2.868084,3.211948,inf,inf,3.355109,inf,3.231738,inf,3.721686,3.088123,3.186873,3.142067,3.064190,3.384821,3.045881,3.282773,3.292119,2.881419,3.811210,3.142067,3.103086,2.763224,3.278034,3.188458,4.027420,3.032722,1.960374,3.069776,2.974966,3.384821,2.704333,2.961172,3.397480,2.892571,3.403691,3.006922,2.704333,2.988325,3.084151,inf,3.312530,4.016667,3.089387,3.358499,3.186873,inf,3.662794,2.907065,3.407381,2.872569,2.969647,2.819889,3.445135,3.193965,3.640234,3.098561,2.881419,3.239145,3.038247,2.763224,3.316220,3.384821,3.636373,3.135074,3.243538,3.182088,3.547532,3.670093,3.587554,3.640234,3.109798,inf,3.200959,3.200959,3.200959,3.075301,3.320405,3.142067
3.262096,4.124657,3.271442,3.250645,4.164226,inf,3.172818,2.876286,3.735112,4.005678,4.055364,3.319938,3.336016,3.824846,3.246120,3.689504,3.735112,3.998159,3.541904,3.023223,3.231710,3.409462,3.492358,3.506058,3.368928,3.145785,3.283336,3.548597,3.348517,3.069776,1.974882,3.122525,3.185806,2.886388,3.185806,3.545038,3.117205,3.439678,3.307171,3.401197,3.453878,3.298475,inf,3.806662,inf,3.492358,2.956752,4.027579,3.722124,2.750221,3.324122,3.554940,3.222860,3.208366,3.314021,3.448852,3.182297,3.441219,3.371777,2.869750,3.554940,2.839232,3.603930,3.176097,4.225527,2.744211,3.282632,3.156094,3.126914,3.348517,3.471078,4.081686,3.532380,3.603930,inf,3.054624,3.348517,3.348517,3.425592,3.289626,3.636199
2.488966,2.876286,3.261340,2.778414,2.887276,2.804736,3.197213,2.977757,3.098629,2.891439,3.530453,3.690907,2.973817,2.697949,2.893629,2.961860,3.210201,3.126674,3.083758,2.890372,2.810618,3.087284,2.890372,3.072307,2.438552,3.391096,3.563144,3.447335,3.281751,2.974966,3.122525,1.958411,3.354042,2.708050,2.583820,3.916007,2.552273,3.261340,2.838925,2.673554,2.957546,2.994481,2.687639,3.170180,3.436582,2.664379,2.678079,3.044522,3.543787,3.488174,3.020127,2.898847,2.932951,3.030029,2.967447,3.067782,3.163187,3.465614,3.067782,2.647907,2.736135,2.727661,2.844017,2.967447,3.242470,2.709714,3.104295,2.918865,inf,2.509302,2.540702,3.903348,3.262881,3.001944,inf,inf,2.823606,2.783585,3.044522,2.980106,2.705823
inf,inf,3.623540,3.434507,3.543369,2.911523,2.643122,3.228385,3.460829,3.182088,inf,3.594961,3.813772,3.753296,3.867717,3.324060,inf,inf,3.614194,2.818821,inf,3.684485,3.218075,3.434507,inf,inf,3.467199,2.749403,inf,3.384821,3.185806,3.354042,1.557498,inf,3.460829,2.924182,inf,3.970114,3.312696,3.126914,3.585060,2.845855,2.871502,2.983073,2.738650,3.420808,2.885201,inf,inf,3.738802,inf,3.189496,3.641724,3.738802,2.804736,2.716424,3.413815,3.166936,2.919157,2.754694,3.189496,3.002684,3.441219,3.392229,3.055364,3.163075,3.067241,2.881811,inf,3.420808,2.503648,3.114256,2.743287,inf,inf,2.727661,inf,2.524928,inf,3.473488,3.015343
2.621629,2.631816,3.257356,2.478996,2.830611,3.238486,3.081657,2.750629,2.983073,2.815904,3.761470,3.921924,2.668516,2.693965,3.848106,2.571281,3.094645,2.605653,inf,4.297077,2.329619,3.318301,2.677738,3.212164,2.257970,2.928967,3.042123,3.534512,2.819622,2.704333,2.886388,2.708050,inf,1.684849,2.983073,3.800451,2.399663,3.257356,3.090353,2.254930,2.736335,2.532351,3.545038,2.616889,2.974452,3.198465,2.562523,3.387112,3.225498,inf,2.480923,3.372618,2.686213,3.169886,2.785126,2.808386,3.047631,3.238486,2.768364,2.878925,2.567899,3.035754,2.148843,2.986023,2.780341,3.143464,2.936059,3.352616,inf,2.428242,2.719040,2.636500,3.493899,2.616889,3.812798,2.963463,2.851891,2.751556,2.851891,3.597719,2.590267
3.123780,3.503800,3.826273,2.944093,inf,inf,inf,3.228385,3.663562,3.240980,3.087934,2.992975,3.323358,3.151309,2.871502,3.036378,3.316988,2.886887,3.816927,3.074234,2.957427,3.337912,2.871502,2.832521,2.604231,3.700616,3.323358,4.103428,3.735112,2.961172,3.185806,2.583820,3.460829,2.983073,1.760230,3.676221,3.045655,3.133126,3.403857,2.636500,2.588845,2.957427,3.074234,3.388538,3.399528,2.727661,3.290666,3.262881,3.650574,3.594961,2.780341,3.136816,2.804736,3.045655,3.007468,3.174569,3.963121,3.369668,3.377302,2.499281,3.045655,2.767682,2.748072,3.451120,3.114256,2.672660,3.269974,2.972972,3.807403,3.276967,inf,3.663562,3.918974,3.185806,3.688567,inf,3.021554,3.276967,3.151309,2.740319,2.871502
3.829586,2.711740,3.838932,3.649899,3.758760,2.780341,inf,3.443776,3.676221,3.142067,3.649899,3.261046,inf,3.163968,3.533802,3.395611,3.126914,inf,3.280280,4.185505,inf,3.553303,3.636199,inf,4.003184,inf,3.133284,3.220207,3.747771,3.397480,3.545038,3.916007,2.924182,3.800451,3.676221,1.658658,inf,4.185505,3.416516,inf,3.800451,3.172818,3.433467,3.747771,3.412187,3.636199,2.754019,3.275540,3.113927,inf,3.891612,3.404887,3.510542,3.149475,3.366701,3.187228,2.776832,3.238486,3.134548,3.663233,2.914473,4.022794,3.107304,3.463779,3.015343,3.725040,3.282632,inf,3.820062,3.636199,inf,3.676221,3.585060,3.198465,2.805346,2.774816,3.492358,2.596478,3.366701,2.995732,inf
